ID,dataset group name,Dataset Name,Host,Guest,Ex _G_(kcal/mol),Ex _G_SEM,EX _H_(kcal/mol),EX _H_SEM,pb_guest_Etot,pb_guest_VDWAALS,pb_guest_EELEC,pb_guest_EPB,pb_guest_ECAVITY,pb_host_Etot,pb_host_VDWAALS,pb_host_EELEC,pb_host_EPB,pb_host_ECAVITY,pb_complex_Etot,pb_complex_VDWAALS,pb_complex_EELEC,pb_complex_EPB,pb_complex_ECAVITY,gb_Complex_Etot,gb_Complex_1-4EEL,gb_Complex_EELEC,gb_Complex_EGB,gb_Complex_ESURF,gb_guest_Etot,gb_guest_1-4EEL,gb_guest_EELEC,gb_guest_EGB,gb_guest_ESURF,gb_host_Etot,gb_host_1-4EEL,gb_host_EELEC,gb_host_EGB,gb_host_ESURF,gb_delta_H,pb_delta_H,EX _delta_H_(kcal/mol),gb_Ex_difference,SQR_gbnsr6_Ex_difference,pb_Ex_difference
48,Mobley benchmarkset,gdcc-set1,oa,guest-3,-5.4,0.003,-7.71,0.05,-75.3343,-0.4562,3.3681,-79.7797,1.5335,-733.8849,-40.3197,648.4615,-1350.5032,8.4766,-820.9296,-61.5411,884.6689,-1652.2777,8.2202,-850.9842,-74.7097,884.6689,-1669.1636,8.2202,-69.6605,8.0958,3.3681,-82.6579,1.5335,-788.8171,-82.8056,648.4615,-1362.9496,8.4766,-13.2718,-11.7104000000001,-7.71,-5.56179999999999,30.9336192399998,-4.00040000000005
49,Mobley benchmarkset,gdcc-set1,oa,guest-4,-5.34,0.005,-5.67,0.01,-115.2047,-0.2181,-42.9311,-73.7048,1.6492,-728.4854,-41.4003,691.2398,-1386.7706,8.4456,-855.4175,-63.0672,872.5259,-1673.1803,8.3041,-820.3394,-13.7718,872.5259,-1687.3975,8.3041,-42.9772,74.2125,-42.9311,-75.9078,1.6492,-785.8641,-87.9843,691.2398,-1397.5653,8.4456,-12.9468999999999,-11.7274,-5.67,-7.27689999999991,52.9532736099988,-6.05739999999999
50,Mobley benchmarkset,gdcc-set1,oa,guest-5,-4.73,0.01,-4.45,0.08,-88.4759,-0.5729,-14.3696,-75.1177,1.5842,-733.1773,-41.2036,654.0574,-1354.6265,8.5955,-828.7896,-60.9362,863.8516,-1640.2012,8.4963,-816.4562,-32.0959,863.8516,-1656.7082,8.4963,-38.0548,52.222,-14.3696,-77.4914,1.5842,-788.0944,-84.3179,654.0574,-1366.4294,8.5955,-9.46669999999995,-7.13639999999998,-4.45,-5.01669999999995,25.1672788899995,-2.68639999999998
51,Mobley benchmarkset,gdcc-set1,oa,guest-6,-9.37,0.01,-14.78,0.02,-69.4741,-1.8199,3.0856,-72.5923,1.8524,-736.4825,-42.0642,677.3402,-1380.2716,8.5131,-821.6575,-67.7373,898.3322,-1660.5098,8.2573,-837.8113,-70.0306,898.3322,-1674.3703,8.2573,-55.5602,14.2399,3.0856,-74.7381,1.8524,-789.8759,-84.2705,677.3402,-1391.4588,8.5131,-16.2284,-15.7009,-14.78,-1.44839999999997,2.0978625599999,-0.920900000000048
52,Mobley benchmarkset,gdcc-set1,oa,guest-7,-4.49,0.01,-5.91,0.1,46.839,-0.7399,94.9982,-49.5227,2.1034,-734.7271,-37.8607,661.8415,-1367.1831,8.4752,-703.6363,-56.2562,536.3743,-1192.3653,8.6109,-816.9802,-155.5157,536.3743,-1206.4497,8.6109,-28.9667,-75.175,94.9982,-50.8933,2.1034,-787.7602,-80.3408,661.8415,-1377.7361,8.4752,-17.9089,-15.7482000000001,-5.91,-11.9989,143.97360121,-9.83820000000011
53,Mobley benchmarkset,gdcc-set1,oa,guest-8,-3.72,0.01,-9.96,0.11,17.1632,-0.2457,66.7274,-51.3796,2.0611,-732.762,-38.2766,647.3511,-1350.4069,8.5704,-732.9721,-59.9428,478.4095,-1159.9349,8.4961,-800.5099,-112.2727,478.4095,-1175.1428,8.4961,-16.5514,-32.8805,66.7274,-52.4593,2.0611,-785.5054,-79.3921,647.3511,-1362.0348,8.5704,-19.8736,-17.3733,-9.96,-9.91360000000001,98.2794649600002,-7.41329999999997
54,SAMPL5,,OAH,G1,-5.04,0.01,-7.69,0.01,-75.1904,-0.9877,4.6991,-80.4206,1.5188,-734.7783,-37.9335,671.9675,-1377.178,8.3657,-819.145,-61.6989,922.8621,-1688.3899,8.0817,-845.4965,-72.6303,922.8621,-1703.81,8.0817,-69.9357,7.2396,4.6991,-83.3932,1.5188,-788.3207,-79.8699,671.9675,-1388.784,8.3657,-10.0178,-9.17630000000008,-7.69,-2.32779999999997,5.41865283999984,-1.48630000000008
55,SAMPL5,,OAH,G2,-4.25,0.01,-4.39,0.03,-89.4726,-0.615,-14.1758,-76.2822,1.6004,-732.8999,-36.7056,675.4077,-1379.9858,8.3838,-829.7757,-61.3059,907.4024,-1684.0482,8.1761,-813.632,-30.3558,907.4024,-1698.8547,8.1761,-39.1434,52.2851,-14.1758,-78.8531,1.6004,-789.2523,-82.6409,675.4077,-1390.4029,8.3838,-9.22159999999985,-7.40320000000008,-4.39,-4.83159999999985,23.3443585599986,-3.01320000000008
56,SAMPL5,,OAH,G3,-5.06,0.01,-5.93,0.08,46.043,-1.6469,95.4042,-49.6576,1.9433,-731.1777,-40.7953,678.2864,-1377.0686,8.3998,-702.9133,-67.5685,529.8172,-1173.3377,8.1757,-808.6401,-157.4342,529.8172,-1189.1988,8.1757,-28.7162,-74.9358,95.4042,-51.1279,1.9433,-783.8365,-82.4983,678.2864,-1388.0243,8.3998,-21.2136999999999,-17.7786000000001,-5.93,-15.2836999999999,233.591485689997,-11.8486000000001
57,SAMPL5,,OAH,G4,-9.37,0,-14.8,0.01,-71.3182,-2.9703,3.4192,-73.6135,1.8464,-733.3951,-41.3311,682.5314,-1382.9906,8.3952,-823.3637,-73.5548,923.0019,-1680.8834,8.0727,-834.1847,-69.8434,923.0019,-1695.4159,8.0727,-56.3469,14.3225,3.4192,-75.9349,1.8464,-786.2667,-84.1659,682.5314,-1393.0275,8.3952,-20.8245000000001,-18.6504,-14.8,-6.02450000000006,36.2946002500007,-3.85039999999999
58,SAMPL5,,OAH,G5,-4.5,0,-9.9,0.05,16.4873,-1.2918,65.2257,-49.3898,1.9432,-730.2861,-37.2694,669.4261,-1370.8423,8.3995,-729.2633,-60.879,491.5438,-1168.1072,8.1792,-796.4612,-112.8583,491.5438,-1183.3259,8.1792,-16.6013,-33.1219,65.2257,-50.6483,1.9432,-783.6079,-79.7364,669.4261,-1381.6971,8.3995,-18.5698,-15.4644999999999,-9.9,-8.66979999999999,75.1654320399998,-5.56449999999993
59,SAMPL5,,OAH,G6,-5.33,0,-5.67,0.01,-115.583,-0.2699,-42.6661,-74.3067,1.6596,-732.4071,-38.4452,672.6034,-1374.9652,8.3998,-853.9879,-65.3614,884.8666,-1681.684,8.191,-811.6442,-9.3437,884.8666,-1695.3582,8.191,-43.8887,73.7469,-42.6661,-76.6291,1.6596,-787.7553,-83.0905,672.6034,-1385.668,8.3998,-6.64649999999995,-5.99779999999998,-5.67,-0.976499999999946,0.953552249999895,-0.327799999999984
60,SAMPL5,,OAME,G1,-5.24,0.05,-9.96,0.01,-73.4309,-0.5496,5.4965,-79.9233,1.5455,-990.9853,-47.8239,385.821,-1337.6383,8.6559,-1071.9933,-72.4069,624.483,-1632.3909,8.3215,-660.6131,355.9089,624.483,-1649.3266,8.3215,-68.5374,7.5812,5.4965,-83.1606,1.5455,-607.0857,348.3278,385.821,-1349.8903,8.6559,-9.02340000000004,-7.57709999999997,-9.96,0.936599999999963,0.877219559999931,2.38290000000003
61,SAMPL5,,OAME,G2,-5.04,0.03,-7.56,0.1,-88.315,-0.3245,-15.1855,-74.4455,1.6404,-989.1748,-45.2208,385.2185,-1337.8038,8.6313,-1077.5351,-65.2661,610.1913,-1630.8018,8.3416,-626.6331,402.6449,610.1913,-1647.8109,8.3416,-37.7721,52.3926,-15.1855,-76.6196,1.6404,-606.2572,350.2523,385.2185,-1350.3593,8.6313,-2.32460000000003,-0.045299999999998,-7.56,5.23539999999997,27.4094131599997,7.5147
62,SAMPL5,,OAME,G6,-4.52,0.02,-9.05,0.13,-115.7813,0.0257,-43.1206,-74.3057,1.6193,-989.04,-42.5442,381.48,-1336.6579,8.6821,-1109.3041,-60.1456,569.466,-1627.0072,8.3827,-637.5719,428.4759,569.466,-1643.8965,8.3827,-43.4186,74.4942,-43.1206,-76.4116,1.6193,-604.545,353.9817,381.48,-1348.6888,8.6821,-7.23540000000003,-4.4828,-9.05,1.81459999999997,3.2927731599999,4.5672
63,Mobley benchmarkset,BRD4,BRD4,g5,-7.4,0.05,-6.96,0.05,-54.5088,1.2732,-39.1734,-19.2207,2.612,-11746.0036,-958.7134,-9077.0832,-1748.068,37.8611,-11812.7297,-994.5848,-9109.7028,-1745.4122,36.9701,-5113.7867,5724.9696,-9109.7028,-1766.0236,36.9701,4.1623,58.8493,-39.1734,-18.1256,2.612,-5141.7767,5666.1203,-9077.0832,-1768.6749,37.8611,-13.3168999999989,-12.2173000000003,-6.96,-6.3568999999989,-6.3568999999989,40.410177609986
64,Mobley benchmarkset,BRD4,BRD4,g6,-7.84,0.06,-7.88,0.06,100.032,2.8501,124.7455,-30.8525,3.2889,-11723.9919,-935.1272,-9067.6971,-1759.1882,38.0205,-11649.0657,-963.1788,-8961.7929,-1761.8443,37.7503,-5370.1975,5337.449,-8961.7929,-1783.604,37.7503,-199.6031,-297.7886,124.7455,-29.8489,3.2889,-5176.5295,5635.2376,-9067.6971,-1782.0905,38.0205,-24.9666000000007,-25.1057999999975,-7.88,-17.0866000000007,-17.0866000000007,291.951899560022
65,Mobley benchmarkset,BRD4,BRD4,g7,-8.16,0.03,-6.16,0.03,-21.4917,-1.1035,-8.4204,-14.7278,2.76,-11752.5283,-977.0658,-8987.5531,-1825.7308,37.8214,-11805.7782,-1016.826,-9004.7389,-1821.1596,36.9463,-5174.1096,5638.3743,-9004.7389,-1844.6914,36.9463,-23.9434,-3.828,-8.4204,-14.4551,2.76,-5156.5186,5642.2023,-8987.5531,-1848.9892,37.8214,-32.3042999999989,-31.7582000000002,-6.16,-26.1442999999989,-26.1442999999989,683.524422489941
66,Mobley benchmarkset,BRD4,BRD4,g8,-8.99,0.07,-11.73,0.07,123.1103,3.8104,143.0889,-26.7534,2.9643,-11785.1994,-950.6177,-9037.791,-1835.0009,38.2102,-11667.0461,-964.3342,-8899.7064,-1840.8493,37.8439,-5374.2222,5345.7501,-8899.7064,-1858.1097,37.8439,-219.0392,-339.3925,143.0889,-25.6999,2.9643,-5168.0622,5685.1425,-9037.791,-1853.6239,38.2102,-4.64770000000044,-4.95700000000034,-11.73,7.08229999999956,7.08229999999956,50.1589732899938
67,Mobley benchmarkset,BRD4,BRD4,g9,-9.64,0.02,-8.42,0.02,18.3364,3.0536,30.7154,-18.8443,3.4117,-11718.6447,-942.9544,-9029.246,-1784.0282,37.584,-11733.4648,-984.2879,-8993.7977,-1792.1863,36.8071,-5190.2095,5582.3432,-8993.7977,-1815.5621,36.8071,-61.5133,-76.6395,30.7154,-19.001,3.4117,-5139.3293,5658.9827,-9029.246,-1806.6499,37.584,-33.7539999999999,-33.1564999999991,-8.42,-25.3339999999999,-25.3339999999999,641.811555999995
68,pdbbind,refined,1a1e,1a1e,-1.075,NA,NA,NA,-173.519,-11.4,-96.6715,-69.9064,4.4598,-18544.8921,-1901.04,-13366.9577,-3333.0961,56.2103,-18709.7101,-1951.58,-13515.0036,-3299.6378,56.513,-9777.1684,7030.7012,-13515.0036,-3349.3791,56.513,-320.1633,-158.821,-96.6715,-69.1305,4.4598,-9499.3955,7189.5223,-13366.9577,-3378.1703,56.2103,3.25039999999899,8.70100000000093,NA,NA,NA,NA
69,pdbbind,refined,1a30,1a30,-0.875,NA,NA,NA,-569.6453,-9.31,-412.9918,-150.3115,2.9765,-17583.2732,-1777.04,-13675.6929,-2179.8309,49.2906,-18090.8822,-1837.56,-14162.5719,-2138.9014,48.1538,-6966.1073,9311.7951,-14162.5719,-2163.4842,48.1538,-207.7809,361.9486,-412.9918,-159.7143,2.9765,-6881.3365,8949.8465,-13675.6929,-2204.7807,49.2906,71.8001000000004,62.0362999999998,NA,NA,NA,NA
70,pdbbind,refined,1a69,1a69,-1,NA,NA,NA,-97.0217,-2.84,-43.8491,-52.517,2.189,-128115.241,-13888.75,-98137.7363,-16308.6232,219.87,-128198.1561,-13930.18,-98270.9992,-16216.0541,219.0797,-50899.5392,63674.5215,-98270.9992,-16522.1412,219.0797,-73.4878,18.8228,-43.8491,-50.6504,2.189,-50847.0705,63655.6987,-98137.7363,-16584.9029,219.87,-17.5708999999988,14.1065999999992,NA,NA,NA,NA
71,pdbbind,refined,1a8i,1a8i,-1.025,NA,NA,NA,-78.238,-2.9,-32.423,-44.9196,2.0055,-145458.0355,-17349.36,-116473.3084,-11904.6104,269.2525,-145503.53,-17386.06,-116547.7743,-11838.225,268.5345,-71310.5668,57025.1136,-116547.7743,-12056.4407,268.5345,-94.0834,-21.7662,-32.423,-41.8997,2.0055,-71234.9611,57046.8798,-116473.3084,-12077.7851,269.2525,-15.3222999999998,32.7435000000114,NA,NA,NA,NA
72,pdbbind,refined,1a99,1a99,-1.044,NA,NA,NA,-6.0116,-0.77,-4.4308,-2.3654,1.5623,-62802.5035,-5088,-50167.3662,-7678.5322,131.4023,-62803.6419,-5129.36,-50178.4584,-7626.8767,131.0575,-24648.9643,33257.5975,-50178.4584,-7859.1609,131.0575,-5.9791,-0.8813,-4.4308,-2.2293,1.5623,-24714.0074,33258.4787,-50167.3662,-7936.5222,131.4023,30.4321999999993,4.87319999999454,NA,NA,NA,NA
73,pdbbind,refined,1add,1add,-1.144,NA,NA,NA,-57.5177,-3.35,-15.0275,-41.4604,2.3214,-33006.7662,-3539.77,-25074.9721,-4459.4944,67.4707,-32926.8974,-3585.81,-25131.7093,-4276.2045,66.8278,-13432.2295,16011.671,-25131.7093,-4379.019,66.8278,-95.0195,-43.878,-15.0275,-38.4353,2.3214,-13547.1296,16055.5491,-25074.9721,-4595.1772,67.4707,167.229600000002,137.386499999993,NA,NA,NA,NA
74,pdbbind,refined,1ado,1ado,-1.075,NA,NA,NA,-118.2512,-0.55,-74.2768,-45.0148,1.5971,-131489.1486,-14279.52,-105183.9682,-12287.757,262.1008,-131592.528,-14300.44,-105277.3469,-12276.621,261.8804,-52309.1459,65204.2399,-105277.3469,-12497.9193,261.8804,-183.9027,-66.6561,-74.2768,-44.5669,1.5971,-52159.2951,65270.896,-105183.9682,-12508.3237,262.1008,13.6818999999959,14.8717999999935,NA,NA,NA,NA
75,pdbbind,refined,1afl,1afl,-1.102,NA,NA,NA,321.7106,-4.21,431.3242,-108.5691,3.1679,-8124.6694,2204.86,-8584.8641,-1780.0595,35.391,-7821.5457,2171.69,-8275.5757,-1752.7395,35.0705,-5804.817,4197.6715,-8275.5757,-1761.9833,35.0705,-974.0349,-1299.2809,431.3242,-109.2461,3.1679,-4850.7452,5496.9524,-8584.8641,-1798.2246,35.391,-8.99689999999964,-18.5869000000002,NA,NA,NA,NA
76,pdbbind,refined,1ai7,1ai7,-0.84,NA,NA,NA,-1.0452,-0.24,9.2827,-11.3836,1.2975,-68873.0693,-7674.29,-55168.0693,-6170.1682,139.4613,-68880.5771,-7693.83,-55160.6492,-6165.3147,139.2221,-29280.0852,31997.2394,-55160.6492,-6255.8975,139.2221,-24.6698,-24.8059,9.2827,-10.4441,1.2975,-29265.3379,32022.0453,-55168.0693,-6258.7753,139.4613,-9.37750000000233,-6.46259999999893,NA,NA,NA,NA
77,pdbbind,refined,1ajv,1ajv,-1.226,NA,NA,NA,-221.6231,-10.7,-175.9483,-39.2874,4.316,-17582.4132,-1733.63,-13895.4728,-2002.3085,48.9985,-17803.8824,-1822.79,-14133.4049,-1894.8397,47.1622,-7175.3771,8828.165,-14133.4049,-1917.2993,47.1622,-138.5525,69.7855,-175.9483,-36.7057,4.316,-7116.9922,8758.3795,-13895.4728,-2028.8974,48.9985,1.70760000000155,0.153900000001158,NA,NA,NA,NA
78,pdbbind,refined,1ajx,1ajx,-1.24,NA,NA,NA,-152.1987,-13.2,-105.9202,-37.1577,4.0817,-17523.8126,-1734.95,-13861.7579,-1976.1042,49.0092,-17663.3926,-1823.4,-14014.2458,-1872.9273,47.1808,-7109.8141,8755.2302,-14014.2458,-1897.9794,47.1808,-53.66,81.6438,-105.9202,-33.4653,4.0817,-7142.5274,8673.5864,-13861.7579,-2003.3651,49.0092,11.1233000000011,12.6187000000027,NA,NA,NA,NA
79,pdbbind,refined,1amw,1amw,-0.907,NA,NA,NA,352.4998,-5.14,419.9111,-65.0731,2.8113,-40277.2984,-4099.76,-30080.5129,-6191.4747,94.4524,-39926.4538,-4144.54,-29688.6693,-6186.7564,93.5172,-18477.9866,17353.9684,-29688.6693,-6236.8029,93.5172,-771.2255,-1127.9266,419.9111,-66.0213,2.8113,-17746.2319,18481.895,-30080.5129,-6242.0664,94.4524,-0.169200000000274,-1.65520000000106,NA,NA,NA,NA
80,pdbbind,refined,1apv,1apv,-1.318,NA,NA,NA,-250.1132,-13.86,-194.81,-45.5087,4.0719,,-2134.9,-19691.0842,-6067.9732,63.4742,-28002.5941,-2215.14,-19939.9608,-5909.2662,61.7734,-9729.2644,16127.6394,-19939.9608,-5978.7164,61.7734,-39.9454,194.4253,-194.81,-43.6326,4.0719,-9784.016,15933.2141,-19691.0842,-6089.62,63.4742,28.3169999999991,-27752.4809,NA,NA,NA,NA
81,pdbbind,refined,1ax0,1ax0,-0.684,NA,NA,NA,-160.3312,-2.35,-118.8853,-41.1442,2.0526,-42155.7032,-4513.25,-31535.8612,-6205.7025,99.1117,-42315.3529,-4539.74,-31696.8482,-6177.5676,98.806,-15546.2482,22429.1265,-31696.8482,-6377.3325,98.806,-53.9456,100.8809,-118.8853,-37.9939,2.0526,-15513.1617,22328.2456,-31535.8612,-6404.6579,99.1117,-3.28089999999793,0.681500000006054,NA,NA,NA,NA
82,pdbbind,refined,1b05,1b05,-1.177,NA,NA,NA,-365.4334,-9.37,-323.9215,-35.7066,3.5701,-48473.2987,-4465.27,-39251.6786,-4852.9521,96.6088,-48858.9213,-4560.81,-39649.2574,-4744.2002,95.3518,-20125.4343,24286.7015,-39649.2574,-4858.2302,95.3518,30.8256,386.2847,-323.9215,-35.1077,3.5701,-20217.4942,23900.4167,-39251.6786,-4962.8411,96.6088,-24.9357000000018,-20.1892000000007,NA,NA,NA,NA
83,pdbbind,refined,1b0h,1b0h,-1.141,NA,NA,NA,-353.2612,-11.65,-310.3909,-35.5115,4.2939,-48519.3941,-4443.47,-39199.4058,-4975.5075,98.9961,-48897.2604,-4554.66,-39589.0138,-4851.0394,97.4554,-20184.0008,24275.7229,-39589.0138,-4968.1653,97.4554,34.126,375.0597,-310.3909,-34.8367,4.2939,-20285.153,23900.6632,-39199.4058,-5085.4065,98.9961,-32.5138000000006,-24.6051000000007,NA,NA,NA,NA
84,pdbbind,refined,1b1h,1b1h,-1.17,NA,NA,NA,-464.2753,-10.89,-357.4168,-100.1797,4.2143,-48372.9966,-4539.72,-39200.5096,-4731.1028,98.3445,-48855.9911,-4646.84,-39671.8784,-4634.0485,96.7852,-20059.4313,24254.3554,-39671.8784,-4738.6936,96.7852,-52.2796,403.1676,-357.4168,-102.2447,4.2143,-20075.9155,23851.1878,-39200.5096,-4824.9383,98.3445,-27.4661999999989,-18.7191999999995,NA,NA,NA,NA
85,pdbbind,refined,1b32,1b32,-1.17,NA,NA,NA,-349.6189,-10.36,-306.2006,-36.9802,3.93,-48333.2581,-4555.03,-38899.7973,-4976.118,97.6937,-48708.5731,-4657.53,-39297.6196,-4849.7256,96.3047,-20014.8847,24142.1411,-39297.6196,-4955.7109,96.3047,27.5524,366.7118,-306.2006,-36.8889,3.93,-20101.6636,23775.4293,-38899.7973,-5074.9893,97.6937,-32.9134999999987,-25.696100000001,NA,NA,NA,NA
86,pdbbind,refined,1b3g,1b3g,-1.14,NA,NA,NA,-343.8371,-9.9,-307.1009,-30.612,3.7782,-48529.8992,-4445.82,-39308.2121,-4874.5295,98.6717,-48887.348,-4546.33,-39683.3306,-4754.9735,97.2888,-20144.6279,24314.5267,-39683.3306,-4873.1128,97.2888,40.3909,373.8779,-307.1009,-30.1644,3.7782,-20250.6592,23940.6488,-39308.2121,-4981.7676,98.6717,-24.969600000004,-13.6117000000013,NA,NA,NA,NA
87,pdbbind,refined,1b3h,1b3h,-1.095,NA,NA,NA,-454.7411,-11.53,-351.8235,-95.5257,4.1398,-48497.7995,-4463.19,-39213.3636,-4919.416,98.1701,-48964.8459,-4570,-39681.224,-4810.3221,96.7008,-20211.1382,24303.383,-39681.224,-4929.998,96.7008,-48.8671,396.2307,-351.8235,-97.4141,4.1398,-20234.5524,23907.1523,-39213.3636,-5026.5113,98.1701,-22.9987000000037,-12.3053,NA,NA,NA,NA
88,pdbbind,refined,1b3l,1b3l,-1.063,NA,NA,NA,-347.057,-7.98,-307.6735,-34.7471,3.3527,-48253.9024,-4416.02,-38748.8743,-5189.4715,100.4655,-48613.2932,-4502.61,-39137.8074,-5072.1742,99.3029,-20039.4431,24164.7162,-39137.8074,-5165.6549,99.3029,26.5502,365.5711,-307.6735,-34.7001,3.3527,-20118.5491,23799.1451,-38748.8743,-5269.2855,100.4655,-26.0541999999987,-12.3338000000003,NA,NA,NA,NA
89,pdbbind,refined,1b40,1b40,-1.19,NA,NA,NA,-353.4243,-10.62,-310.8226,-35.9826,4.0099,-48453.0152,-4472.49,-39104.0994,-4973.439,97.0197,-48828.9629,-4576.59,-39497.3796,-4850.7194,95.735,-20075.0352,24288.7661,-39497.3796,-4962.1566,95.735,30.5525,372.6181,-310.8226,-35.2529,4.0099,-20162.7999,23916.148,-39104.0994,-5071.8682,97.0197,-36.2677999999942,-22.5233999999982,NA,NA,NA,NA
90,pdbbind,refined,1b46,1b46,-0.99,NA,NA,NA,-321.2965,-9.72,-283.8901,-31.2606,3.5755,-48500.6881,-4473.07,-38972.9207,-5152.2608,97.5707,-48844.7017,-4569.35,-39329.132,-5042.5158,96.3005,-20097.5997,24283.2102,-39329.132,-5147.9785,96.3005,49.8987,361.4961,-283.8901,-31.2828,3.5755,-20208.1851,23921.7141,-38972.9207,-5254.5493,97.5707,-25.8732999999993,-22.7171000000017,NA,NA,NA,NA
91,pdbbind,refined,1b51,1b51,-1.19,NA,NA,NA,-330.16,-9,-283.1829,-41.4668,3.4898,-48482.5464,-4454.42,-39173.0096,-4953.6658,98.5561,-48836.2156,-4546.42,-39535.9748,-4851.121,97.3015,-20176.9661,24228.9625,-39535.9748,-4967.2553,97.3015,29.379,349.4447,-283.1829,-40.3727,3.4898,-20258.9618,23879.5178,-39173.0096,-5064.0261,98.5561,-30.3833000000013,-23.5092000000004,NA,NA,NA,NA
92,pdbbind,refined,1b52,1b52,-1.17,NA,NA,NA,-458.0271,-9.51,-354.0618,-98.0783,3.6239,-48062.5256,-4423.21,-39010.0434,-4726.55,97.2821,-48507.1426,-4520.54,-39462.5247,-4620.0567,95.9799,-20038.922,24080.4638,-39462.5247,-4752.841,95.9799,-62.8063,386.4654,-354.0618,-98.8338,3.6239,-20058.4306,23693.9984,-39010.0434,-4839.6677,97.2821,-5.50510000000213,13.410100000001,NA,NA,NA,NA
93,pdbbind,refined,1b55,1b55,-1.2,NA,NA,NA,-437.6211,1.09,-277.7142,-163.7754,2.7733,,-5167.44,-39193.9786,-14099.6621,167.6245,-58674.4501,-5186.05,-39540.0328,-14115.6113,167.2484,-28316.4218,25351.1806,-39540.0328,-14294.818,167.2484,-892.212,-454.9239,-277.7142,-162.3472,2.7733,-27493.5841,25806.1045,-39193.9786,-14273.3345,167.6245,49.6742999999988,-58236.829,NA,NA,NA,NA
94,pdbbind,refined,1b5i,1b5i,-1.17,NA,NA,NA,-352.2193,-10.23,-304.3561,-41.3567,3.727,-48401.9281,-4558.78,-39248.5137,-4692.5166,97.8855,-48774.8921,-4656.79,-39639.8421,-4574.8174,96.5599,-20041.9851,24178.2715,-39639.8421,-4676.9745,96.5599,-31.3234,311.1046,-304.3561,-41.7989,3.727,-20070.9852,23867.1669,-39248.5137,-4787.524,97.8855,-27.4565000000039,-20.7447000000029,NA,NA,NA,NA
95,pdbbind,refined,1b5j,1b5j,-1.2,NA,NA,NA,-364.2528,-9.87,-313.0601,-45.1563,3.8357,-48293.7355,-4557.56,-38967.1425,-4865.9294,96.9015,-48684.9227,-4660.5,-39384.6351,-4735.3125,95.5269,-20010.5861,24127.3967,-39384.6351,-4848.8745,95.5269,-35.6408,318.9318,-313.0601,-45.3482,3.8357,-20035.7264,23808.4649,-38967.1425,-4973.9504,96.9016,-32.2888999999996,-26.9343999999983,NA,NA,NA,NA
96,pdbbind,refined,1b6h,1b6h,-1.23,NA,NA,NA,-342.4641,-9.83,-304.862,-31.5224,3.754,-48447.3229,-4471.19,-39155.5656,-4917.95,97.3884,-48809.2969,-4567.23,-39536.1422,-4801.9803,96.0597,-20093.8601,24263.9502,-39536.1422,-4917.7278,96.0597,37.6246,369.9287,-304.862,-31.1961,3.754,-20196.8492,23894.0215,-39155.5656,-5032.6935,97.3884,-20.8455000000031,-19.5099000000046,NA,NA,NA,NA
97,pdbbind,refined,1b7h,1b7h,-1.24,NA,NA,NA,-350.7381,-9.83,-310.873,-33.9706,3.9372,-48362.3968,-4460.98,-39049.6041,-4950.618,98.815,-48732.8132,-4560.42,-39443.8296,-4826.0052,97.4466,-20070.4166,24228.9606,-39443.8296,-4952.9942,97.4466,33.9678,374.3699,-310.873,-33.4664,3.9372,-20161.5901,23854.5907,-39049.6041,-5065.3917,98.815,-32.404300000002,-19.6782999999923,NA,NA,NA,NA
98,pdbbind,refined,1b8n,1b8n,-1.41,NA,NA,NA,-49.6569,-3.43,-1.4346,-47.1219,2.3313,-24391.539,-2632.34,-18983.1797,-2834.9625,58.9482,-24475.6662,-2676.87,-19065.1712,-2791.9346,58.3152,-11730.9875,10093.4182,-19065.1712,-2817.5497,58.3152,-210.5855,-167.2974,-1.4346,-44.1849,2.3313,-11518.8264,10260.7156,-18983.1797,-2855.3106,58.9482,-42.6755999999987,-34.4702999999972,NA,NA,NA,NA
99,pdbbind,refined,1b9j,1b9j,-1.07,NA,NA,NA,-347.8067,-9.86,-308.2159,-33.5688,3.8457,-48290.7827,-4540.13,-38915.6423,-4933.6219,98.6176,-48657.3749,-4637.47,-39302.6602,-4814.3617,97.1183,-19955.7721,24170.5365,-39302.6602,-4920.7667,97.1183,35.3292,373.5651,-308.2159,-33.8656,3.8457,-20058.8089,23796.9714,-38915.6423,-5038.7556,98.6176,-19.772399999998,-18.7854999999981,NA,NA,NA,NA
